,Processed File Name,Group,Year,geoBoundaryType,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Recorder (Name),Last Updated Date
359,MHL_ADM1.zip,Marshall Islands,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
363,MUS_ADM0.zip,Mauritius,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
364,MUS_ADM1.zip,Mauritius,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
365,MEX_ADM0.zip,Mexico,2017,,ADM 0,Instituto Nacional de Estadistica y Geografia (INEGI),,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https://www.inegi.org.mx/inegi/terminos.html,No,https://www.inegi.org.mx/temas/mg/default.html#Descargas,,5/25/20
366,MEX_ADM1.zip,Mexico,2017,,ADM 1,Instituto Nacional de Estadistica y Geografia (INEGI),,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https://www.inegi.org.mx/inegi/terminos.html,No,https://www.inegi.org.mx/temas/mg/default.html#Descargas,,5/25/20
367,MEX_ADM2.zip,Mexico,2017,,ADM 2,Instituto Nacional de Estadistica y Geografia (INEGI),,Terms of Free Use of INEGI Information,"Free to adapt and redistribute, can be used for commercial use, requires attribution",https://www.inegi.org.mx/inegi/terminos.html,No,https://www.inegi.org.mx/temas/mg/default.html#Descargas,,5/25/20
368,FSM_ADM0.zip,Micronesia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
369,FSM_ADM1.zip,Micronesia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
370,FSM_ADM2.zip,Micronesia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
371,MDA_ADM0.zip,Moldova,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
372,MDA_ADM1.zip,Moldova,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
373,MCO_ADM0.zip,Monaco,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
374,MCO_ADM1.zip,Monaco,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
375,MCO_ADM2.zip,Monaco,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
376,MNG_ADM0.zip,Mongolia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
377,MNG_ADM1.zip,Mongolia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
378,MNG_ADM2.zip,Mongolia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
379,MNE_ADM0.zip,Montenegro,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
380,MNE_ADM1.zip,Montenegro,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
381,MAR_ADM0.zip,Morocco,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
382,MAR_ADM1.zip,Morocco,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
383,MAR_ADM2.zip,Morocco,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
384,MOZ_ADM0.zip,Mozambique,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
385,MOZ_ADM1.zip,Mozambique,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
388,MMR_ADM0.zip,Myanmar,2014,Open & Authoritative,ADM 0,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",Derived from ADM 3 layer,Open Government License v1.0,Granted in terms of use,http://themimu.info/license/,No,http://geonode.themimu.info/layers/?limit=5&offset=10,,5/25/20
389,MMR_ADM1.zip,Myanmar,2014,Open,ADM 1,OpenStreetMap,,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,http://geonode.themimu.info/layers/?limit=5&offset=10,,5/25/20
390,MMR_ADM2.zip,Myanmar,2014,Open & Authoritative,ADM 2,"Myanmar Information Management Unit (MIMU), United Nations Development Programme (UNDP)",,Open Data Commons Open Database License 1.0,Granted in terms of use,https://www.openstreetmap.org/copyright,No,http://geonode.themimu.info/layers/?limit=5&offset=10,,5/25/20
391,MMR_ADM3.zip,Myanmar,2014,Open,ADM 3,OpenStreetMap,,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,http://geonode.themimu.info/layers/?limit=5&offset=10,,5/25/20
392,NAM_ADM0.zip,Namibia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
393,NAM_ADM1.zip,Namibia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
394,NAM_ADM2.zip,Namibia,2007,Open & Authoritative,ADM 2,Stanford Digital Repository,Namibia Statistics Agency,Public Domain,Public Domain,https://purl.stanford.edu/cs051py0596,No,http://purl.stanford.edu/cs051py0596,,5/25/20
395,NRU_ADM0.zip,Nauru,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
396,NRU_ADM1.zip,Nauru,2015,,ADM 1,Stanford Digital Repository,,GNU FDL,CC Attrib Share-Alike 3.0,https://upload.wikimedia.org/wikipedia/commons/2/22/Nauru-districts-fr.svg,Yes,https://commons.wikimedia.org/wiki/File:Nauru-districts-fr.svg,,7/8/20
400,NLD_ADM0.zip,Netherlands,2017,Open & Authoritative,ADM 0,Publieke Dienstverlening op de Kaart,,Creative Commons Attribution-EqualShare 3.0 Unported (CC BY-SA 3.0),,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data,No,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,,5/25/20
401,NLD_ADM1.zip,Netherlands,2017,Open & Authoritative,ADM 1,Publieke Dienstverlening op de Kaart,,Creative Commons Attribution-EqualShare 3.0 Unported (CC BY-SA 3.0),,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data,No,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,,5/25/20
402,NLD_ADM2.zip,Netherlands,2017,Open & Authoritative,ADM 2,Publieke Dienstverlening op de Kaart,,Creative Commons Attribution-EqualShare 3.0 Unported (CC BY-SA 3.0),,https://www.pdok.nl/nl/over-pdok/uw-speciale-aandacht/open-data,No,https://www.pdok.nl/nl/producten/pdok-downloads/basis-registratie-kadaster/bestuurlijke-grenzen-actueel,,5/25/20
403,NZL_ADM0.zip,New Zealand,2017,Open & Authoritative,ADM 0,NZ Stats,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,No,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,,5/25/20
404,NZL_ADM1.zip,New Zealand,2017,Open & Authoritative,ADM 1,NZ Stats,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,No,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,,5/25/20
405,NZL_ADM2.zip,New Zealand,2017,Open & Authoritative,ADM 2,NZ Stats,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,No,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,,5/25/20
406,NZL_ADM3.zip,New Zealand,2017,Open & Authoritative,ADM 3,NZ Stats,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http://www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,No,http://www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,,5/25/20
407,NIC_ADM0.zip,Nicaragua,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
408,NIC_ADM1.zip,Nicaragua,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
409,NIC_ADM2.zip,Nicaragua,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
413,NER_ADM3.zip,Niger,2012,,ADM 3,FEWS NET,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196508772291743746/photo/1,No,http://www.fews.net/fews-data/334?tid=19&field_data_portal_date_start%5Bvalue%5D%5Byear%5D=&field_data_portal_date_start%5Bvalue%5D%5Bmonth%5D=&field_data_portal_date_end%5Bvalue%5D%5Byear%5D=&field_data_portal_date_end%5Bvalue%5D%5Bmonth%5D=,,5/25/20
417,NIU_ADM0.zip,Niue,,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
418,NIU_ADM1.zip,Niue,,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
419,PRK_ADM0.zip,North Korea,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
420,PRK_ADM1.zip,North Korea,2010,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
422,NOR_ADM0.zip,Norway,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
423,NOR_ADM1.zip,Norway,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
424,NOR_ADM2.zip,Norway,2013,Open & Authoritative,ADM 2,Geonorge,Mapping Authority of Norway,Creative Commons Attribution 4.0 International (CC BY 4.0),,https://kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,No,https://kartkatalog.geonorge.no/metadata/kartverket/administrative-enheter/041f1e6e-bdbc-4091-b48f-8a5990f3cc5b,,5/25/20
425,OMN_ADM0.zip,Oman,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
426,OMN_ADM1.zip,Oman,2010,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
428,PAK_ADM0.zip,Pakistan,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
429,PAK_ADM1.zip,Pakistan,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
431,PLW_ADM0.zip,Palau,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
432,PLW_ADM1.zip,Palau,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
433,PSE_ADM0.zip,Palestine,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
434,PSE_ADM1.zip,Palestine,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
436,PAN_ADM0.zip,Panama,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
437,PAN_ADM1.zip,Panama,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
438,PAN_ADM2.zip,Panama,2012,,ADM 2,"Milton Solano, of the Smithsonian Tropical Research Institute, on ArcGIS online","GIS Laboratory. Smithsonian Tropical Research Institute, Panama, 2012",Creative Commons Attribution 4.0 International (CC BY 4.0),need to update,https://www.arcgis.com/home/item.html?id=8f1c5499d3a8423888454cfee5b45586,No,https://www.arcgis.com/home/item.html?id=8f1c5499d3a8423888454cfee5b45586,,5/25/20
439,PAN_ADM3.zip,Panama,2012,,ADM 3,"Milton Solano, of the Smithsonian Tropical Research Institute, on ArcGIS online","GIS Laboratory. Smithsonian Tropical Research Institute, Panama, 2013",Creative Commons Attribution 4.0 International (CC BY 4.0),need to update,https://www.arcgis.com/home/item.html?id=339ba1515a264217805efc29ec9d144a,No,https://www.arcgis.com/home/item.html?id=339ba1515a264217805efc29ec9d144a,,5/25/20
440,PNG_ADM0.zip,Papua New Guinea,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
441,PNG_ADM1.zip,Papua New Guinea,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
444,PRY_ADM0.zip,Paraguay,2012,Open & Authoritative,ADM 0,"Direcion General de Estadica, Encuestas y Censos",,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,https://twitter.com/WMgeoLab/status/1179001467669078017/photo/1,No,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,,5/25/20
445,PRY_ADM1.zip,Paraguay,2012,Open & Authoritative,ADM 1,"Direcion General de Estadica, Encuestas y Censos",,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,https://twitter.com/WMgeoLab/status/1179001467669078017/photo/2,No,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_departamentos/public,,5/25/20
446,PRY_ADM2.zip,Paraguay,2012,Open & Authoritative,ADM 2,"Direcion General de Estadica, Encuestas y Censos",,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons V4,https://twitter.com/WMgeoLab/status/1179001467669078017/photo/3,No,http://geo.stp.gov.py/user/dgeec/tables/paraguay_2012_barrrios_y_localidades/public,,5/25/20
447,PER_ADM0.zip,Peru,2009,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
448,PER_ADM1.zip,Peru,2009,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
454,POL_ADM0.zip,Poland,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
455,POL_ADM1.zip,Poland,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
456,POL_ADM2.zip,Poland,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
457,POL_ADM3.zip,Poland,2017,Open,ADM 3,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
458,PRT_ADM0.zip,Portugal,2016,Open,ADM 0,DG Territory,,Open Data Commons Open Database License 1.0,Open data noted on source page,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231906,,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231906,,5/25/20
459,PRT_ADM1.zip,Portugal,2016,Open,ADM 1,DG Territory,,Open Data Commons Open Database License 1.0,Open data noted on source page,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231907,No,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231907,,5/25/20
460,PRT_ADM2.zip,Portugal,2016,Open,ADM 2,DG Territory,,Open Data Commons Open Database License 1.0,Open data noted on source page,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,No,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231908,,5/25/20
461,PRT_ADM3.zip,Portugal,2016,Open,ADM 3,DG Territory,,Open Data Commons Open Database License 1.0,Open data noted on source page,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,No,https://snig.dgterritorio.gov.pt/rndg/srv/por/catalog.search#/metadata/5e3debf1-6cde-4ff2-8301-a86799231909,,5/25/20
462,QAT_ADM0,Qatar,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
463,QAT_ADM1.zip,Qatar,2015,Open & Authoritative,ADM 1,geoBoundaries,Qatar Open Data Portal,Creative Commons Attribution 4.0 International (CC BY 4.0),,https://www.data.gov.qa/pages/license/annexes,No,https://www.data.gov.qa/explore/dataset/gis-statistics/export/,,5/25/20
464,QAT_ADM2.zip,Qatar,2015,Open & Authoritative,ADM2,geoBoundaries,Qatar Open Data Portal,Creative Commons Attribution 4.0 International (CC BY 4.0),,https://www.data.gov.qa/pages/license/annexes,No,https://www.data.gov.qa/explore/dataset/gis-statistics/export/,,5/25/20
465,COG_ADM0.zip,Republic of the Congo,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
466,COG_ADM1.zip,Republic of the Congo,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
467,COG_ADM2.zip,Republic of the Congo,2007,Open,ADM 2,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,Public Domain,License on metadata pop-up on source page,https://geo.nyu.edu/catalog/stanford-hz799nq4536,No,https://geo.nyu.edu/catalog/stanford-hz799nq4536,,5/25/20
468,ROU_ADM0.zip,Romania,2016,Open & Humanitarian,ADM 0,AgenÈ›ia NaÈ›ionalÄƒ de Cadastru È™i Publicitate ImobiliarÄƒ,,Open Data Commons Open Database License 1.0,License on source page. Additional information in linked PDF.,http://data.gov.ro/dataset/unitati-administrative,No,http://data.gov.ro/dataset/unitati-administrative,,5/25/20
469,ROU_ADM1.zip,Romania,2016,Open & Humanitarian,ADM 1,AgenÈ›ia NaÈ›ionalÄƒ de Cadastru È™i Publicitate ImobiliarÄƒ,,Open Data Commons Open Database License 1.0,License on source page. Additional information in linked PDF.,http://data.gov.ro/dataset/unitati-administrative,No,http://data.gov.ro/dataset/unitati-administrative,,5/25/20
470,ROU_ADM2.zip,Romania,2016,Open & Humanitarian,ADM 2,AgenÈ›ia NaÈ›ionalÄƒ de Cadastru È™i Publicitate ImobiliarÄƒ,,Open Data Commons Open Database License 1.0,License on source page. Additional information in linked PDF.,http://data.gov.ro/dataset/unitati-administrative,No,http://data.gov.ro/dataset/unitati-administrative,,5/25/20
471,RUS_ADM0.zip,Russia,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
472,RUS_ADM1.zip,Russia,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
473,RUS_ADM2.zip,Russia,2017,Open,ADM 2,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
474,RWA_ADM0.zip,Rwanda,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
475,RWA_ADM1.zip,Rwanda,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
476,RWA_ADM2.zip,Rwanda,2012,Open & Authoritative,ADM 2,Open Data Rwanda,,Creative Commons Attribution 4.0 International (CC BY 4.0),,http://www.statistics.gov.rw/terms-use,No,http://geodata-nisr.opendata.arcgis.com/datasets/c0a3d1deab694f7998bc4b966be12cbb_0,,5/25/20
477,RWA_ADM3.zip,Rwanda,2012,Open & Authoritative,ADM 3,Open Data Rwanda,,Creative Commons Attribution 4.0 International (CC BY 4.0),,http://www.statistics.gov.rw/terms-use,No,http://geodata-nisr.opendata.arcgis.com/datasets/7083c6f446ae41c1bc69649f577f8a68_0,,5/25/20
479,WSM_ADM0.zip,Samoa,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
480,WSM_ADM1.zip,Samoa,2018,Open,ADM1,Wikipedia,,Creative Commons Attribution-ShareAlike 3.0 Unported,,https://en.wikipedia.org/wiki/File:Samoa_District_borders_(numbered).png,No,https://en.wikipedia.org/wiki/File:Samoa_District_borders_(numbered).png,,5/25/20
481,SMR_ADM0.zip,San Marino,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
482,SMR_ADM1.zip,San Marino,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
